"Sample IDs","Dilutions","MPR","MS","TtT","RAF"
"P",-3,1.90893470790378,0.295532622222222,72,0.0138888888888889
"1027",-1,1.0880829015544,0.0660142222222223,72,0.0138888888888889
"1028",-1,1.05704697986577,0.0566741333333333,72,0.0138888888888889
"1029",-1,1.07894736842105,0.0519005333333334,72,0.0138888888888889
"N",-3,1.0539629005059,0.0442196,72,0.0138888888888889
"1030",-1,1.07291666666667,0.0694443111111111,72,0.0138888888888889
"1031",-1,1.06779661016949,0.0572505333333333,72,0.0138888888888889
"1032",-1,1.08843537414966,0.062736,72,0.0138888888888889
"N",-3,1.08406304728546,0.0591555555555556,72,0.0138888888888889
"1030",-1,1.06833333333333,0.0600001333333333,72,0.0138888888888889
"1031",-1,1.09168081494058,0.0596112888888889,72,0.0138888888888889
"1032",-1,1.08998302207131,0.0550839555555556,72,0.0138888888888889
"N",-3,1.08787346221441,0.0617066222222222,72,0.0138888888888889
"1030",-1,1.05862068965517,0.0628354222222223,72,0.0138888888888889
"1031",-1,1.06802721088435,0.0612243555555556,72,0.0138888888888889
"1032",-1,1.08888888888889,0.0645775111111112,72,0.0138888888888889
"N",-3,1.08510638297872,0.0480693333333333,72,0.0138888888888889
